,0,1,2,3,0,1,2,0,1,2,0,1,2,0,1,2
0,178869.03330249712,117854.27844588319,46255.22664199816,83752.96022201655,1.246681313598522,46.81399167437576,84.58748728029605,2102.054810360787,6605.994255319165,497809.5527983345,1.246681313598522,62.579259713228566,103.83017486100925,87.02111239592978,97.38574005550436,85.69145698427383
1,183989.4657724332,119784.4472710453,46770.72155411658,85620.42090656795,1.2169761794634653,47.40772664199835,87.0936816604999,2158.5708834412653,6663.927765957458,508964.31492830813,1.2169761794634653,64.43057157724343,106.51620103041205,90.2415413968547,101.03342969472669,88.83262488436594
2,189109.89824236743,121714.61609620694,47286.216466235,87487.88159111934,1.1872710453284014,48.00146160962095,89.59987604070284,2215.0869565217436,6721.861276595751,520119.077058278,1.1872710453284014,66.28188344125829,109.20222719981575,93.46197039777962,104.68111933394994,91.97379278445806
3,194230.33071230352,123644.78492136905,47801.711378353415,89355.34227567073,1.1575659111933447,48.59519657724354,92.10607042090669,2271.603029602222,6779.794787234059,531273.8391882516,1.1575659111933447,68.13319530527315,111.88825336921855,96.68239939870455,108.32880897317318,95.11496068455108
4,199350.76318223774,125574.9537465307,48317.20629047183,91222.80296022212,1.127860777058281,49.18893154486591,94.61226480111054,2328.1191026827,6837.728297872352,542428.6013182253,1.127860777058281,69.98450716928755,114.57427953862225,99.90282839963038,111.97649861239552,98.25612858464319
5,204471.19565217383,127505.1225716928,48832.70120259025,93090.26364477351,1.0981556429232242,49.782666512488504,97.11845918131348,2384.635175763193,6895.661808510646,553583.3634481952,1.0981556429232242,71.83581903330241,117.26030570802595,103.1232574005553,115.62418825161876,101.39729648473622
6,209591.62812210806,129435.29139685445,49348.19611470867,94957.72432932444,1.0684505087881604,50.3764014801111,99.62465356151733,2441.151248843671,6953.595319148953,564738.1255781688,1.0684505087881604,73.68713089731727,119.94633187742875,106.34368640148023,119.271877890842,104.53846438482833
7,214712.06059204414,131365.46022201655,49863.69102682697,96825.18501387583,1.0387453746531037,50.970136447733694,102.13084794172028,2497.6673219241493,7011.528829787247,575892.8877081387,1.0387453746531037,75.53844276133213,122.63235804683245,109.56411540240515,122.91956753006434,107.67963228492135
8,219832.49306198023,133295.6290471782,50379.18593894539,98692.64569842722,1.0090402405180399,51.56387141535629,104.63704232192413,2554.1833950046275,7069.46234042554,587047.6498381123,1.0090402405180399,77.389754625347,125.31838421623524,112.78454440333007,126.56725716928759,110.82080018501347
9,224952.92553191446,135225.7978723403,50894.68085106381,100560.10638297861,0.9793351063829832,52.157606382978884,107.14323670212798,2610.6994680851058,7127.395851063848,598202.4119680859,0.9793351063829832,79.24106648936186,128.00441038563895,116.004973404255,130.21494680851083,113.96196808510558
