,0,1,2,3,0,1,2,3,0,1,2,0,1,2,0,1,2
0,178869.03330249712,117854.27844588319,46255.22664199816,83752.96022201655,58.536956521739285,1.246681313598522,44.26316373728025,84.58748728029605,2102.054810360787,52837.2541628122,21879.81868640147,1.2144542090656785,62.579259713228566,4.15179016013829,87.02111239592978,97.38574005550436,85.69145698427383
1,183989.4657724332,119784.4472710453,46770.72155411658,85620.42090656795,59.096739130435026,1.2169761794634653,44.71408880666047,87.0936816604999,2158.5708834412653,52610.82550878817,22765.507863089675,1.1950763182238617,64.43057157724343,4.241920984675517,90.2415413968547,101.03342969472669,88.83262488436594
2,189109.89824236743,121714.61609620694,47286.216466235,87487.88159111934,59.65652173913054,1.1872710453284014,45.16501387604069,89.59987604070284,2215.0869565217436,52384.39685476414,23651.19703977811,1.175698427382052,66.28188344125829,4.332051809212743,93.46197039777962,104.68111933394994,91.97379278445806
3,194230.33071230352,123644.78492136905,47801.711378353415,89355.34227567073,60.21630434782628,1.1575659111933447,45.61593894542091,92.10607042090669,2271.603029602222,52157.968200740055,24536.886216466315,1.1563205365402354,68.13319530527315,4.422182633749969,96.68239939870455,108.32880897317318,95.11496068455108
4,199350.76318223774,125574.9537465307,48317.20629047183,91222.80296022212,60.776086956521794,1.127860777058281,46.066864014801126,94.61226480111054,2328.1191026827,51931.53954671603,25422.57539315452,1.1369426456984257,69.98450716928755,4.512313458287224,99.90282839963038,111.97649861239552,98.25612858464319
5,204471.19565217383,127505.1225716928,48832.70120259025,93090.26364477351,61.335869565217536,1.0981556429232242,46.51778908418123,97.11845918131348,2384.635175763193,51705.11089269194,26308.264569842722,1.117564754856609,71.83581903330241,4.60244428282445,103.1232574005553,115.62418825161876,101.39729648473622
6,209591.62812210806,129435.29139685445,49348.19611470867,94957.72432932444,61.89565217391328,1.0684505087881604,46.96871415356145,99.62465356151733,2441.151248843671,51478.68223866791,27193.953746530926,1.0981868640147994,73.68713089731727,4.692575107361677,106.34368640148023,119.271877890842,104.53846438482833
7,214712.06059204414,131365.46022201655,49863.69102682697,96825.18501387583,62.45543478260879,1.0387453746531037,47.41963922294167,102.13084794172028,2497.6673219241493,51252.253584643884,28079.642923219362,1.0788089731729826,75.53844276133213,4.782705931898931,109.56411540240515,122.91956753006434,107.67963228492135
8,219832.49306198023,133295.6290471782,50379.18593894539,98692.64569842722,63.01521739130453,1.0090402405180399,47.87056429232189,104.63704232192413,2554.1833950046275,51025.8249306198,28965.332099907566,1.059431082331173,77.389754625347,4.872836756436158,112.78454440333007,126.56725716928759,110.82080018501347
9,224952.92553191446,135225.7978723403,50894.68085106381,100560.10638297861,63.575000000000045,0.9793351063829832,48.321489361702106,107.14323670212798,2610.6994680851058,50799.39627659577,29851.02127659577,1.0400531914893563,79.24106648936186,4.962967580973384,116.004973404255,130.21494680851083,113.96196808510558
